cycle, src_component, src_port, dst_component, dst_port, state, data
9, rhs_initop, 0, rhs_init_fork, 0, accept, 1
9, rhs_ctrl_muxed_fork, 2, rhs_ctrl_passer, 0, transfer, 1
9, rhs_in_buf_cond, 0, rhs_ctrl_mux, 2, accept, 0
10, rhs_ctrl_fork, 0, rhs_ctrl_mux, 1, transfer, 1
10, rhs_initop2, 0, rhs_mux_passer_ctrl, 0, stall, 1
10, rhs_ctrl_muxed_fork, 1, rhs_initop2, 0, transfer, 1
10, rhs_ctrl_not, 0, rhs_mux_passer_ctrl, 1, accept, 0
10, rhs_ctrl_fork, 2, rhs_ctrl_not, 0, accept, 1
10, rhs_in_buf_ctrl, 0, rhs_ctrl_fork, 0, transfer, 1
10, rhs_ctrl_mux, 0, rhs_ctrl_muxed_fork, 0, transfer, 1
10, rhs_ctrl_init, 0, rhs_ctrl_mux, 0, transfer, 0
10, rhs_ctrl_muxed_fork, 0, rhs_buff, 0, idle, 1
10, ctrl, 3, in_fork_ctrl, 0, transfer, 0
10, rhs_buff, 0, rhs_ctrl_init, 0, stall, 1
10, rhs_mux_passer_ctrl, 0, rhs_ctrl_passer, 1, stall, 1
10, in_fork_ctrl, 1, rhs_in_buf_ctrl, 0, transfer, 0
10, rhs_ctrl_muxed_fork, 2, rhs_ctrl_passer, 0, accept, 1
10, in_fork_ctrl, 0, lhs_in_buf_ctrl, 0, transfer, 0
11, rhs_ctrl_fork, 0, rhs_ctrl_mux, 1, stall, 0
11, rhs_init_fork, 0, rhs_ctrl_mux2, 0, accept, 0
11, rhs_ctrl_passer, 0, rhs_initop, 0, accept, 0
11, rhs_ctrl_muxed_fork, 1, rhs_initop2, 0, idle, 0
11, rhs_ctrl_not, 0, rhs_mux_passer_ctrl, 1, stall, 1
11, rhs_ctrl_fork, 2, rhs_ctrl_not, 0, stall, 0
11, rhs_in_buf_ctrl, 0, rhs_ctrl_fork, 0, stall, 0
11, lhs_in_buf_ctrl, 0, lhs_dataF_passer, 1, transfer, 0
11, rhs_ctrl_mux, 0, rhs_ctrl_muxed_fork, 0, idle, 0
11, lhs_in_buf_dataF, 0, lhs_dataF_passer, 0, transfer, u
11, rhs_ctrl_init, 0, rhs_ctrl_mux, 0, stall, 1
11, rhs_ctrl_fork, 1, rhs_ctrl_mux2, 1, stall, 0
11, rhs_ctrl_muxed_fork, 0, rhs_buff, 0, accept, 0
11, ctrl, 3, in_fork_ctrl, 0, idle, 0
11, in_fork_dataF, 0, lhs_in_buf_dataF, 0, accept, u
11, rhs_buff, 0, rhs_ctrl_init, 0, transfer, 1
11, rhs_init_fork, 1, rhs_data_mux, 0, accept, 0
11, rhs_initop, 0, rhs_init_fork, 0, accept, 0
11, in_fork_ctrl, 1, rhs_in_buf_ctrl, 0, idle, 0
11, rhs_ctrl_muxed_fork, 2, rhs_ctrl_passer, 0, accept, 0
11, rhs_ctrl_mux2, 0, rhs_passer, 1, idle, 0
11, in_fork_ctrl, 0, lhs_in_buf_ctrl, 0, accept, 0
12, lhs_in_buf_ctrl, 0, lhs_dataF_passer, 1, idle, 0
12, lhs_in_buf_dataF, 0, lhs_dataF_passer, 0, idle, u
12, rhs_buff, 0, rhs_ctrl_init, 0, idle, 1
